year_month,month_of_release,direction,citizenship,visa,country_of_residence,mean_estimate,standard_error,status
2018-09,2018-11,Arrivals,TOTAL,Work,Martinique,0,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Mauritius,1,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Mexico,4,2,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Mongolia,1,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Montenegro,0,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Morocco,1,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Myanmar,1,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Nauru,1,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Nepal,3,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Netherlands,33,5,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,New Caledonia,2,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,New Zealand,4,2,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Nigeria,0,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Northern Mariana Islands,1,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Norway,2,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Not Stated,551,21,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Oman,3,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Pakistan,3,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Papua New Guinea,1,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Peru,4,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Philippines,183,10,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Poland,3,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Portugal,2,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Qatar,29,3,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Reunion,0,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Romania,1,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Russia,6,2,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Samoa,20,4,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Saudi Arabia,21,3,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Serbia,3,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Singapore,31,4,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Slovakia,2,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Slovenia,1,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,South Africa,219,12,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Spain,15,3,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Sri Lanka,25,3,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,St Maarten (Dutch Part),0,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Sudan,1,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Sweden,14,3,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Switzerland,7,2,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Taiwan,30,4,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Thailand,16,3,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Tokelau,0,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Tonga,6,2,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,TOTAL,3302,87,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Trinidad and Tobago,0,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Turkey,4,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Ukraine,3,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,United Arab Emirates,20,3,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,United Kingdom,305,18,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,United States of America,119,10,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Uruguay,6,2,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Vanuatu,1,1,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Venezuela,0,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Viet Nam,11,2,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,"Virgin Islands, British",0,0,Provisional
2018-09,2018-11,Arrivals,TOTAL,Work,Zimbabwe,5,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Afghanistan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Andorra,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Antigua and Barbuda,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Argentina,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Armenia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Australia,1811,89,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Austria,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Azerbaijan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Bahamas,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Bahrain,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Bangladesh,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Barbados,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Belarus,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Belgium,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Bermuda,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Botswana,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Brazil,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Brunei Darussalam,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Bulgaria,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Burkina Faso,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Cambodia,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Canada,76,7,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Cayman Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Chile,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,"China, People's Republic of",21,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Christmas Island,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Colombia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Cook Islands,42,6,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Croatia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Cuba,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Cyprus,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Denmark,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Dominican Republic,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Ecuador,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Egypt,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Ethiopia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Fiji,12,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Finland,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,France,13,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,French Polynesia,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Georgia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Germany,17,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Gibraltar,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Greece,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Greenland,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Guam,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Guatemala,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Hong Kong (Special Administrative Region),25,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Hungary,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,India,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Indonesia,4,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Iran,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Iraq,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Ireland,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Israel,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Italy,3,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Japan,17,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Jordan,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Kazakhstan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Kenya,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Kiribati,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,"Korea, Republic of",9,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Kuwait,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Laos,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Lebanon,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Luxembourg,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Macau (Special Administrative Region),3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Malaysia,5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Maldives,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Mali,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Malta,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Marshall Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Mauritius,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Mexico,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,"Micronesia, Federated States of",0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Monaco,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Mongolia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Montenegro,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Morocco,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Myanmar,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Nauru,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Nepal,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Netherlands,15,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,New Caledonia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,New Zealand,24,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Nicaragua,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Niue,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Norfolk Island,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Northern Mariana Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Norway,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Not Stated,1540,50,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Oman,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Pakistan,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Panama,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Papua New Guinea,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Peru,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Philippines,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Poland,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Portugal,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Qatar,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Romania,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Russia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Samoa,26,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,"Samoa, American",0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Saudi Arabia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Senegal,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Serbia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Singapore,20,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Slovenia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Solomon Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Somalia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,South Africa,4,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,South Sudan,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Spain,5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Sri Lanka,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Sudan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Sweden,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Switzerland,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Syria,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Taiwan,9,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Tajikistan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Tanzania,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Thailand,10,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Timor-Leste,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Tokelau,5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Tonga,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,TOTAL,4245,138,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Trinidad and Tobago,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Turkey,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Turkmenistan,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Turks and Caicos Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Tuvalu,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Uganda,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Ukraine,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,United Arab Emirates,20,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,United Kingdom,306,14,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,United States of America,80,7,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Uruguay,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Vanuatu,3,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Viet Nam,6,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,"Virgin Islands, British",0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Zambia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,NZ and Australian citizens,Zimbabwe,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Argentina,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Australia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Bahrain,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Belarus,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Brazil,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Canada,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Cayman Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Chile,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,"China, People's Republic of",3,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Colombia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Denmark,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Fiji,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,France,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Germany,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Ghana,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Honduras,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Hong Kong (Special Administrative Region),0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,India,6,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Indonesia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Ireland,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Israel,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Italy,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Jamaica,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Japan,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Kenya,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Kiribati,3,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,"Korea, Republic of",1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Malaysia,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Malta,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Mauritania,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Mexico,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Montenegro,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Myanmar,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Netherlands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,New Zealand,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Norway,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Not Stated,16,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Papua New Guinea,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Peru,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Philippines,3,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Russia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Samoa,6,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Saudi Arabia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Serbia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Singapore,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Solomon Islands,5,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,South Africa,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Spain,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Taiwan,3,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Thailand,18,7,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Timor-Leste,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Tonga,9,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,TOTAL,132,33,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Trinidad and Tobago,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Tuvalu,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Ukraine,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,United Arab Emirates,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,United Kingdom,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,United States of America,5,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Uruguay,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Vanuatu,39,16,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Viet Nam,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Zambia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Other,Zimbabwe,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Afghanistan,11,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Argentina,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Australia,62,16,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Austria,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Bangladesh,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Belarus,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Belgium,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Brazil,0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Brunei Darussalam,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Bulgaria,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Burundi,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Cambodia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Canada,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Chile,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,"China, People's Republic of",184,14,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Colombia,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Cook Islands,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Croatia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Curacao,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Cyprus,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",0,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Denmark,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Ecuador,24,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Egypt,4,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Ethiopia,6,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Fiji,10,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Finland,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,France,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,French Polynesia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Germany,7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Greece,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Hong Kong (Special Administrative Region),7,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Hungary,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,India,41,5,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Indonesia,23,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Iran,8,2,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Iraq,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Ireland,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Italy,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Japan,2,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Jordan,7,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Kiribati,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,"Korea, Republic of",12,3,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Laos,1,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Latvia,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Lithuania,1,1,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Macau (Special Administrative Region),0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Malawi,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Malaysia,31,4,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Malta,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Mexico,0,0,Provisional
2018-10,2018-11,Arrivals,TOTAL,Resident,Montenegro,0,0,Provisional
