year_month,month_of_release,direction,citizenship,visa,country_of_residence,mean_estimate,standard_error,status
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Colombia,32,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,"Congo, the Democratic Republic of the",1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Cook Islands,24,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Costa Rica,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Croatia,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Cyprus,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",98,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Denmark,12,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Ecuador,5,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Egypt,5,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Estonia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Ethiopia,8,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Fiji,195,4,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Finland,15,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Former Yugoslav Republic of Macedonia (FYROM),6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,France,204,5,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,French Polynesia,15,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Georgia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Germany,193,4,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Ghana,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Greece,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Guatemala,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Guinea,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Honduras,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Hong Kong (Special Administrative Region),94,3,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Hungary,12,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Iceland,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,India,1035,4,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Indonesia,48,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Iran,16,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Iraq,11,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Ireland,69,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Israel,11,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Italy,69,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Jamaica,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Japan,79,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Jordan,12,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Kazakhstan,10,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Kenya,7,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Kiribati,15,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,"Korea, Republic of",173,3,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Kuwait,12,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Kyrgyzstan,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Laos,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Latvia,7,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Lebanon,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Liberia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Lithuania,17,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Luxembourg,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Macau (Special Administrative Region),3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Malaysia,119,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Maldives,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Malta,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Marshall Islands,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Mauritius,8,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Mexico,15,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Mongolia,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Morocco,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Myanmar,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Nauru,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Nepal,81,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Netherlands,59,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,New Caledonia,10,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,New Zealand,22,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Nicaragua,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Nigeria,10,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Niue,2,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Norfolk Island,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Norway,7,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Not Stated,1145,12,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Oman,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Pakistan,34,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Papua New Guinea,8,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Peru,16,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Philippines,583,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Poland,11,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Portugal,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Qatar,27,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Reunion,0,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Romania,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Russia,50,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Rwanda,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Samoa,303,3,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,"Samoa, American",3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Saudi Arabia,51,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Senegal,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Serbia,8,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Seychelles,0,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Singapore,173,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Slovakia,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Slovenia,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Solomon Islands,9,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Somalia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,South Africa,404,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Spain,48,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Sri Lanka,120,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Sweden,27,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Switzerland,43,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Syria,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Taiwan,50,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Tanzania,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Thailand,62,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Timor-Leste,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Tokelau,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Tonga,134,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,TOTAL,11935,51,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Trinidad and Tobago,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Turkey,7,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Tuvalu,15,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Ukraine,8,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,United Arab Emirates,88,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,United Kingdom,1365,7,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,United States of America,386,4,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Uruguay,17,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Uzbekistan,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Vanuatu,15,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Viet Nam,83,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Zambia,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,TOTAL,Zimbabwe,11,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Afghanistan,5,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Argentina,22,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Australia,61,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Austria,5,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Bahrain,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Bangladesh,11,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Belgium,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Brazil,51,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Brunei Darussalam,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Bulgaria,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Burundi,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Cambodia,8,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Canada,31,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Chile,25,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,"China, People's Republic of",317,7,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Cook Islands,2,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Croatia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Cyprus,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",6,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Denmark,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Ecuador,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Egypt,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Ethiopia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Fiji,67,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Finland,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Former Yugoslav Republic of Macedonia (FYROM),1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,France,26,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,French Polynesia,10,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Germany,49,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Ghana,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Greece,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Honduras,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Hong Kong (Special Administrative Region),22,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Hungary,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,India,310,3,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Indonesia,14,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Iran,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Iraq,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Ireland,8,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Israel,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Italy,20,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Japan,12,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Jordan,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Kazakhstan,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Kenya,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Kiribati,7,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,"Korea, Republic of",73,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Kuwait,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Latvia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Macau (Special Administrative Region),2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Malaysia,55,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Malta,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Mauritius,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Mexico,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Mongolia,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Morocco,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Myanmar,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Nepal,17,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Netherlands,21,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,New Caledonia,6,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,New Zealand,6,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Nicaragua,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Nigeria,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Norway,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Not Stated,33,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Oman,0,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Pakistan,9,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Papua New Guinea,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Peru,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Philippines,94,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Poland,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Qatar,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Romania,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Russia,12,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Rwanda,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Samoa,62,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,"Samoa, American",3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Saudi Arabia,10,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Serbia,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Singapore,46,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Slovakia,0,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Solomon Islands,5,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Somalia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,South Africa,100,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Spain,15,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Sri Lanka,29,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Sweden,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Switzerland,14,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Taiwan,10,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Thailand,18,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Tonga,65,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,TOTAL,2183,15,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Trinidad and Tobago,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Turkey,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Tuvalu,7,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Ukraine,5,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,United Arab Emirates,6,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,United Kingdom,133,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,United States of America,114,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Uruguay,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Vanuatu,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Viet Nam,24,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Zambia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Visitor,Zimbabwe,6,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Algeria,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Angola,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Argentina,45,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Australia,177,3,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Austria,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Bahrain,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Bangladesh,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Belarus,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Belgium,15,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Bermuda,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Brazil,22,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Brunei Darussalam,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Cambodia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Canada,101,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Cayman Islands,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Chile,23,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,"China, People's Republic of",184,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Colombia,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,"Congo, the Democratic Republic of the",1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Costa Rica,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Croatia,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Cyprus,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",92,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Denmark,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Ecuador,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Egypt,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Estonia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Fiji,49,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Finland,10,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Former Yugoslav Republic of Macedonia (FYROM),2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,France,143,5,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,French Polynesia,0,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Germany,107,3,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Hong Kong (Special Administrative Region),25,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Hungary,7,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,India,111,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Indonesia,9,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Iran,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Iraq,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Ireland,47,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Israel,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Italy,32,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Jamaica,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Japan,42,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Jordan,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Kazakhstan,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Kenya,3,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,"Korea, Republic of",41,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Kuwait,8,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Laos,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Latvia,6,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Lithuania,15,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Luxembourg,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Macau (Special Administrative Region),0,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Malaysia,25,2,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Maldives,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Malta,5,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Mauritius,3,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Mexico,7,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Myanmar,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Nauru,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Nepal,7,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Netherlands,24,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,New Caledonia,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,New Zealand,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Norway,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Not Stated,119,3,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Oman,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Pakistan,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Papua New Guinea,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Peru,7,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Philippines,296,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Poland,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Portugal,2,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Qatar,17,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Reunion,0,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Russia,8,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Samoa,24,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Saudi Arabia,22,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Serbia,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Singapore,30,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Slovakia,6,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Slovenia,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Solomon Islands,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,South Africa,164,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Spain,8,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Sri Lanka,32,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Sweden,11,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Switzerland,4,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Taiwan,13,1,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Tanzania,1,0,Provisional
2017-11,2018-11,Arrivals,TOTAL,Work,Thailand,14,1,Provisional
